관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
부산관광안내소,부산항 국제여객터미널 2층,부산광역시,동구,부산지역 관광안내 책자 배부 및 홍보,없음,연중무휴,08:00,19:30,08:00,19:30,2,Y,Y,Y,,051-465-3471,"부산광역시 동구 충장대로 206, 부산항 국제여객터미널 2층",부산광역시 동구 초량동 45-39,부산광역시,,35.1177469739,129.0491458206,2020-05-25,3270000,부산광역시 동구
정읍종합관광안내센터,정읍역,전라북도,정읍시,정읍종합관광안내센터,구급약품+수화물보관+휴대전화충전+와이파이,연중무휴,09:00,18:00,09:00,18:00,2,Y,N,Y,영어+중국어,063-536-6776,전라북도 정읍시 서부산업도로 301,전라북도 정읍시 연지동 343-60,전라북도 정읍시청,,35.5751356,126.8431547,2020-11-16,4690000,전라북도 정읍시
내장산관광안내소,내장산,전라북도,정읍시,내장산 관광안내소,구급약품+수화물보관+휴대전화충전+와이파이,연중무휴,09:00,18:00,09:00,17:00,2,Y,Y,Y,영어+일본어+중국어,063-537-1330,전라북도 정읍시 내장산로 938,전라북도 정읍시 내장동 63-3,전라북도 정읍시청,,35.4930526,126.9279546,2020-11-16,4690000,전라북도 정읍시
정촌가요특구,정촌가요특구,전라북도,정읍시,정촌가요특구 안내센터,구급약품+수화물보관+휴대전화충전+와이파이,매주 월요일 휴관,09:00,18:00,09:00,18:00,1,N,Y,N,일본어,063-533-7922,,전라북도 정읍시 신정동 727,전라북도 정읍시청,,35.512683,126.842839,2020-11-16,4690000,전라북도 정읍시
남해관광안내소,남해유배문학관 앞,경상남도,남해군,남해군의 중심인 남해읍에 위치한 관광안내소,문화관광해설,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,055-864-4025,경상남도 남해군 남해읍 남해대로 2745,경상남도 남해군 남해읍 남변리 555,경상남도 남해군,http://tour.namhae.go.kr/00003006/00003009/00003030.web,34.83195858,127.8991851,2020-11-18,5430000,경상남도 남해군
창선관광안내소,창선대교타운 내,경상남도,남해군,창선-삼천포대교에 위치한 남해군의 관광안내 관문,문화관광해설,월~금요일,10:00,17:00,10:00,17:00,1,N,N,N,,055-867-5238,경상남도 남해군 창선면 동부대로2964번길 49-10,경상남도 남해군 창선면 대벽리 6-21,경상남도 남해군,http://tour.namhae.go.kr/00003006/00003009/00003030.web,34.91738204,128.0304794,2020-11-18,5430000,경상남도 남해군
이락사관광안내소,이순신 순국공원 내,경상남도,남해군,남해대교를 통해 남해군으로 들어오는 관광객들이 만날 수 있는 첫 관광안내소로 남해군의 대표 관광안내소,문화관광해설,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,055-863-4025,경상남도 남해군 고현면 남해대로 3829,경상남도 남해군 고현면 차면리 107,경상남도 남해군,http://tour.namhae.go.kr/00003006/00003009/00003030.web,34.91252233,127.8578081,2020-11-18,5430000,경상남도 남해군
가천관광안내소,가천다랭이마을 입구,경상남도,남해군,남해군의 대표 관광지인 가천다랭이마을에 위치한 관광안내소,문화관광해설,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,055-863-3893,경상남도 남해군 남면 남면로 702,경상남도 남해군 남면 홍현리 840-2,경상남도 남해군,http://tour.namhae.go.kr/00003006/00003009/00003030.web,34.7280694,127.8909575,2020-11-18,5430000,경상남도 남해군
회산백련지 관광안내소,회산백련지 관광안내소,전라남도,무안군,"문화관광해설사가 상주하고 있으며, 해설사의 친절한 관광지 설명을 들을 수 있습니다.",주변 편의점,탄력적 운영,10:00,17:00,10:00,17:00,23,Y,Y,Y,영+일+중,061-281-0595,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 151,무안군,x,34.86008849,126.5298962,2020-10-19,4950000,전라남도 무안군
강남관광정보센터,3호선 압구정역 6번 출구 도보 2분,서울특별시,강남구,"서울 및 강남 주요 관광명소, 교통, 음식, 숙박, 행사 관련 최신 정보를 영중일 다국어로 안내",,연중무휴,10:00,19:00,10:00,19:00,0,Y,Y,N,영어+일본어,02-3445-0111,서울특별시 강남구 압구정로 161,서울특별시 강남구 압구정동 428,서울특별시 강남구청,http://tour.gangnam.go.kr,37.5268431,127.0270587,2020-09-01,3220000,서울특별시 강남구
금산군 관광종합안내소,금산군 금산읍 인삼광장로 33,충청남도,금산군,"금산군 관광안내소는 금산인삼약초시장 입구에 위치하고 있어 금산군을 방문하는 관광객에게 다양한 정보를 제공합니다. 관광안내물 배부, 문화관광해설사 예약안내, 단체관람객 안내, 금산특산물, 음식, 숙박정보제공 등 금산군의 관광명소를 찾는 여러분께 친절한 안내를 통해 행복하고 즐거운 금산 방문이 되도록 최선을 다하겠습니다.",관광안내지도 및 책자 배부 및 관광안내+문화관광해설,연중무휴,09:00,18:00,09:00,18:00,1,Y,N,Y,영어+중국어,041-750-2626,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,충청남도 금산군청,http://www.geumsan.go.kr/html/tour/,36.1000256,127.5007304,2020-10-02,4550000,충청남도 금산군
태백종합관광안내소,태백역옆,강원도,태백시,"태백관광안내소는 연중무휴로 운영되며, 태백을 여행하고자 하는분들께 관광명소, 교통정보, 문화정보, 관광문화축제, 여행정보 등 태백관광의 전반적인 사항을 안내해 드리고 있습니다.",관광기념품판매+시티투어예약및운행+각종 음식+숙박업소 안내,연중무휴,09:00,18:00,09:00,18:00,2,N,N,Y,없음,033-550-2828,강원도 태백시 서황지로 71,강원도 태백시 황지동 270-20,태백시,tour.taebaek.go.kr,37.1760838909,128.9846308,2020-07-10,4220000,강원도 태백시
철암관광안내소,철암역옆,강원도,태백시,"철암관광안내소는 연중무휴로 운영되며, 태백을 여행하고자 하는분들께 관광명소, 교통정보, 문화정보, 관광문화축제, 여행정보 등 태백관광의 전반적인 사항을 안내해 드리고 있습니다.",관광지+각종 음식+숙박업소 안내,연중무휴,09:00,18:00,09:00,18:00,2,N,N,Y,없음,033-550-2879,강원도 태백시 동태백로 389,강원도 태백시 철암동 370-1,태백시,tour.taebaek.go.kr,37.1148335688,129.0369595501,2020-07-10,4220000,강원도 태백시
논개생가,논개생가,전라북도,장수군,논개생가,,무,10:00,18:00,10:00,18:00,2,Y,N,N,,063-350-2550,전라북도 장수군 장계면 대곡관광길 26,전라북도 장수군 장계면 대곡리 933,전라북도 장수군청,무,35.67948737,127.6232038,2020-08-31,4750000,전라북도 장수군
논개사당,논개사당,전라북도,장수군,논개사당,,무,10:00,18:00,10:00,18:00,2,N,Y,N,,063-350-1637,전라북도 장수군 장계면 의암로 558,전라북도 장수군 장계면 대곡리 706-1,전라북도 장수군청,무,35.67921997,127.6212311,2020-08-31,4750000,전라북도 장수군
김포공항관광정보센터,김포공항,서울특별시,강서구,"김포공항 국제선 입국장 위치, 관광정보 제공 및 교통,숙박,공연 등 예약지원",,연중무휴,10:00,22:00,10:00,22:00,4, ,Y,Y,중국어+일본어(영어 전담인력은 없으나 영어 가능),02-2660-2486,"서울특별시 강서구 하늘길 38, 1층(방화동, 김포국제공한 국제선청사)","서울특별시 강서구 방화동 886, 김포국제공항 국제선청사 1층",서울특별시,없음,37.5713698504,126.8029603592,2020-10-16,6110000,서울특별시
명동관광정보센터,명동,서울특별시,중구,"을지로(명동) KEB하나은행 별관에 위치, 관광정보 안내 및 여행상담, 예약지원 등, 관광객 편의시설 및 체험프로그램 제공",짐보관(코인라커)+M패스발급+DSP발급+관광기념품 판매,"설날당일, 추석당일",09:00,20:00,09:00,20:00,8,Y,Y,Y,영어+중국어+일본어,02-778-0333,"서울특별시 중구 을지로66, 하나금융그룹 명동사옥 별관 1층","서울특별시 중구 을지로2가 181, 하나금융그룹 명동사옥 별관1층",서울특별시,없음,37.56515473,126.9850094,2020-10-16,6110000,서울특별시
서울역 관광정보센터,서울역,서울특별시,용산구,"서울역 지상2층 맞이방(대합실) 내 위치, 코레일, 시티투어버스 등 공동운영",,연중무휴,09:00,18:00,09:00,18:00,2, ,Y,Y,중국어+일본어(영어 전담인력은 없으나 영어 가능),070-4224-4596,"서울특별시 용산구 한강대로 405, 서울역 지상 2층 맞이방","서울특별시 용산구 동자동 43-205, 서울역 지상 2층 맞이방",서울특별시,없음,37.55483769,126.9717341,2020-10-16,6110000,서울특별시
용산역 관광정보센터,용산역,서울특별시,용산구,"용산역 지상3층 맞이방(대합실) 내 위치, 코레일, 시티투어버스 등 공동운영",,연중무휴,09:00,18:00,09:00,18:00,2, ,Y,Y,중국어+일본어(영어 전담인력은 없으나 영어 가능),070-4224-4597,"서울특별시 용산구 한강대로23길 55, 용산민자역사 지상 3층 맞이방","서울특별시 용산구 한강로3가 40-999, 용산민자역사 지상 3층 맞이방",서울특별시,없음,37.5297736,126.9647427,2020-10-16,6110000,서울특별시
인천공항 제1여객터미널 관광정보센터,인천공항 제1여객터미널,인천광역시,중구,"인천공항 제1여객터미널 1층 입국장 내 2개소(동편,서편), 한국관광공사,인천광역시 공동운영",,연중무휴,07:00,22:00,07:00,22:00,6,Y,Y,Y,영어+중국어+일본어,032-743-3270,"인천광역시 중구 공항로 271, 인천국제공항 제1여객터미널 1층 동편서편","인천광역시 중구 운서동 2851, 인천국제공항 제1여객터미널 1층 동편서편",서울특별시,없음,37.4476109663,126.4523467385,2020-10-16,6110000,서울특별시
서초관광정보센터,강남역 9번 출구,서울특별시,서초구,서초구를 방문하는 내외국인 관광객들에게 관광안내 및 여행정보 등을 제공하는 종합관광안내센터,"국악및한복체험관, 인터넷검색, 수하물보관, 휴대폰 충전, 공연예약 및 입장권 발권 서비스, 관광안내 및 지도 제공 등",설·추석 당일,10:00,19:00,10:00,19:00,3,Y,Y,Y,한·영·중·일,02-3478-1261,,"서울특별시 서초구 서초동 1318-7,11번지",서초구청,www.seoulseochotour.com,37.4982506,127.0263649,2019-08-01,3210000,서울특별시 서초구
인천공항 제2여객터미널 관광정보센터,인천공항 제2여객터미널,인천광역시,중구,"인천공항 제2여객터미널 1층 입국장, 한국관광공사,인천광역시 공동운영",,연중무휴,07:00,22:00,07:00,22:00,3,Y,Y,Y,영어+중국어+일본어,032-743-3269,"인천광역시 중구 공항로 272, 인천국제공항 제2여객터미널 1층","인천광역시 중구 운서동 2840, 인천국제공항 제2여객터미널 1층",서울특별시,없음,37.4583507122,126.4276992934,2020-10-16,6110000,서울특별시
DDP관광안내소,서울디자인플라자(DDP),서울특별시,중구,DDP을 찾는 관광객들에게 서울특별시 관광정보 제공,편의시설(유아실),연중무휴,10:00,19:00,10:00,19:00,2, ,Y,Y,중국어+일본어,02-2153-0307,"서울특별시 중구 을지로 281, DDP 지하2층 종합안내소","서울특별시 중구 을지로7가 2-1, DDP 지하2층 종합안내소",서울특별시,없음,37.5680142223,127.0109091409,2020-10-16,6110000,서울특별시
광화문관광안내소,광화문역 동화면세점 앞,서울특별시,종로구,광화문을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",09:00,20:00,09:00,20:00,5,Y,Y,Y,영어+중국어+일본어,02-735-8688,"서울특별시 종로구 세종대로 149, 광화문빌딩 동화면세점 앞","서울특별시 종로구 세종로 211, 광화문빌딩 동화면세점 앞",서울특별시,없음,37.5695312,126.976126,2020-10-16,6110000,서울특별시
남대문관광안내소,남대문 시장,서울특별시,중구,남대문을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",10:00,19:00,10:00,19:00,4,Y,Y,Y,영어+중국어+일본어,02-752-1913,"서울특별시 중구 남대문시장4길 32, 코코상가 앞","서울특별시 중구 남창동 52-1, 코코상가 앞",서울특별시,없음,37.5587121,126.9770176,2020-10-16,6110000,서울특별시
동대문안내소,동대문 시장,서울특별시,중구,동대문을 찾는 관광객들에게 서울특별시 관광정보 제공,,"설날당일, 추석당일",10:00,01:00,10:00,01:00,8,Y,Y,Y,영어+중국어+일본어,02-2236-9135,"서울특별시 중구 장충단로 247, 굿모닝시티 앞","서울특별시 중구 을지로6가 18-21, 굿모닝시티 앞",서울특별시,없음,37.5668355,127.0073743,2020-10-16,6110000,서울특별시
해파랑길관광안내소,부산 남구 오륙도로 137,부산광역시,남구,오륙도 및 해파랑길 관광안내 및 정보 제공,,"연중무휴(설,추석 당일 12:00-18:00)",09:00,18:00,09:00,18:00,2,Y,Y,Y,,051-607-6395,부산광역시 남구 오륙도로 137,부산광역시 남구 용호동 산197-4 해파랑길 관광안내소,부산광역시 남구 시설관리사업소,,35.10143799,129.1231048,2019-08-28,3310000,부산광역시 남구
독일마을관광안내소,독일마을 주차장 맞은편,경상남도,남해군,남해군의 최고 핫스팟이라 할 수 있는 독일마을에 위치한 관광안내소,문화관광해설,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,055-867-8897,경상남도 남해군 삼동면 독일로 92,경상남도 남해군 삼동면 봉화리 2571,경상남도 남해군,http://tour.namhae.go.kr/00003006/00003009/00003030.web,34.80085956,128.0384333,2020-11-18,5430000,경상남도 남해군
대교공원 체험관광센터,경상남도 사천시 사천대로17,경상남도,사천시,관광정보 안내와 체험관광프로그램 활성화 및 홍보를 통한  관광객 유치 및 관광객 편의 증진,,명절,09:00,18:00,09:00,18:00,2,N,N,N,없음,055-835-1023,경상남도 사천시 사천대로17,,경상남도 사천시,,34.9322941876,128.0523348304,2020-11-17,5340000,경상남도 사천시
만남의 광장 관광안내소,경상남도 사천시 축동면 서삼로 1742,경상남도,사천시,국내외 관광객들에 대한 맞춤형 관광정보를 제공하고 관광안내를 통한 관광객 유치 및 관광객 편의 증진,,"명절 및 매주 월요일,화요일",09:00,18:00,09:00,18:00,1,N,N,N,없음,055-832-9610,경상남도 사천시 축동면 서삼로 1742,경상남도 사천시 축동면 사다리 30,경상남도 사천시,,35.10870661,128.0857358,2020-11-17,5340000,경상남도 사천시
동대구역안내소,동대구역 광장,대구광역시,동구,동대구역관련 및 시티투어 근교투어 탑승장소 정보제공,,연중무휴,09:00,19:00,09:00,19:00,5,Y,Y,Y,,053-939-0080,대구광역시 동구 동대구로 550(신암동),대구광역시 동구 신암동 294,대구광역시 관광협회,"http://www.daegutravel.or.kr, http://tour.daegu.go.kr",35.87943775,128.628719,2020-11-17,3420000,대구광역시 동구
대구공항안내소,대구국제공항 1층,대구광역시,동구,공항관련 및 팔공산일대 정보제공,,연중무휴,09:00,19:00,09:00,19:00,4,Y,Y,Y,,053-984-1994,대구광역시 동구 공항로 221(지저동),대구광역시 동구 지저동 400-5,대구광역시 관광협회,"http://www.daegutravel.or.kr, http://tour.daegu.go.kr",35.8991086837,128.6392615321,2020-11-17,3420000,대구광역시 동구
